0.0
0.4
0.8
1.1
1.4
1.7
2.0
2.3
2.6
2.9
3.0
3.2
3.3
3.5
3.6
3.8
3.9
4.1
4.2
4.4
4.5
4.7
4.8
5.0
5.1
5.6
5.9
6.2
6.5
6.8
7.2
7.5
7.8
8.1
8.5
8.8
9.1
9.4
9.8
10.1
10.3
10.4
10.6
10.7
10.9
11.0
11.2
11.4
11.5
11.7
11.8
12.0
12.1
12.3
12.5
12.6
12.8
13.1
13.3
13.5
13.8
14.0
14.3
14.5
14.7
15.0
15.2
15.4
15.7
